frame_path,angle
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225434_000.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224024_473.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230558_577.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223733_116.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231035_065.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223754_365.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230518_074.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225441_106.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224316_217.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224053_851.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230419_215.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225407_730.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223637_112.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230112_089.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223804_352.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223900_978.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225654_972.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230704_594.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225707_724.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225953_345.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231022_811.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225803_848.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230026_214.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230101_207.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225955_731.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230538_080.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225915_843.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225731_364.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223742_259.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224218_600.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230032_356.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224337_086.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230327_331.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225832_604.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230929_591.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225831_969.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230355_835.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225636_732.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224307_346.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225509_485.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231034_435.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231033_320.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230226_469.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223944_352.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230046_462.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224015_484.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225435_855.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230635_947.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225318_857.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225507_483.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230436_832.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223847_005.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223734_107.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224322_086.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225648_617.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225534_977.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230851_816.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231013_940.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224412_348.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223644_857.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225657_474.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225421_496.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230105_463.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230112_481.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230038_589.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225657_608.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224013_982.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225850_473.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230150_225.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230850_814.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224032_465.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225913_994.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225718_124.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224413_835.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223645_484.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225533_499.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225529_862.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224020_220.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224340_714.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225509_243.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225438_258.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230139_337.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225827_740.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230018_593.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230835_197.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225451_357.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230406_972.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225711_739.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230424_084.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230611_074.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224022_728.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230536_446.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230717_957.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230925_828.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230900_196.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230927_332.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225759_114.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225404_855.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225447_857.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230901_814.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230919_834.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225323_244.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230018_849.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230046_721.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225537_494.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223654_851.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225833_477.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224126_096.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230256_224.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225745_737.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230823_334.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230324_714.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223622_118.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225723_740.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223700_993.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230558_355.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225558_105.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223942_106.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225836_972.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223652_733.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230432_714.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230304_080.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230536_579.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224415_203.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230019_355.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230258_586.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224338_723.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224323_102.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223703_247.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230136_351.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225756_474.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225450_619.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223801_362.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225533_871.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223617_231.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223633_232.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224142_976.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225809_968.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230449_083.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231038_686.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225446_978.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225756_610.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223622_244.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225628_600.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224035_359.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230328_713.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223930_090.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225627_998.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223650_624.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223826_238.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231054_204.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223950_106.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224252_586.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230329_844.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224208_215.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224208_964.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230153_839.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225337_611.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225514_849.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230837_694.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230655_704.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230132_719.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225604_868.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230515_109.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224005_845.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230957_445.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231102_313.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223641_602.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224025_220.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230103_207.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225423_360.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224020_598.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230757_814.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224158_837.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225917_590.jpg,150
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225420_613.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223918_598.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225625_478.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224058_093.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230557_963.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223903_363.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230753_835.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225809_096.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231057_186.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225610_376.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224313_975.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223939_609.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224105_733.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225443_736.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223827_239.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223928_735.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224408_579.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230827_693.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230857_191.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224119_852.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225357_494.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230533_709.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224250_081.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223909_094.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230518_593.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225422_733.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224343_961.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225644_117.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230052_219.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223845_242.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225518_366.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230453_327.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225512_103.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223731_113.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230842_688.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230837_564.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230411_968.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225517_861.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223947_105.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225657_728.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230526_965.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230105_229.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230939_701.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225738_112.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225815_741.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230718_208.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225741_737.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223937_604.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225405_235.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230814_464.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230910_456.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230900_709.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230640_443.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225439_123.jpg,90
